k,type,score,label
2,Kmeans,0.198506,1
2,Kmeans,0.080731,1
2,Kmeans,0.249598,1
2,Kmeans,0.20054,1
2,Kmeans,0.085903,1
2,Kmeans,0.252965,1
2,Kmeans,0.23774,1
2,Kmeans,0.199275,0
2,Kmeans,0.265345,1
2,Kmeans,0.100395,1
2,Kmeans,0.004707,1
2,Kmeans,0.135998,1
2,Kmeans,0.29151,1
2,Kmeans,0.317328,1
2,Kmeans,0.02781,1
2,Kmeans,0.253032,1
2,Kmeans,0.111343,1
2,Kmeans,0.07971,1
2,Kmeans,0.074832,1
2,Kmeans,0.256785,1
2,Kmeans,0.145524,1
2,Kmeans,0.317296,1
2,Kmeans,0.317408,1
2,Kmeans,0.207835,1
2,Kmeans,0.214937,1
2,Kmeans,0.27448,1
2,Kmeans,0.269037,1
2,Kmeans,0.272759,1
2,Kmeans,0.290454,1
2,Kmeans,0.243002,1
2,Kmeans,0.278058,1
2,Kmeans,0.296487,1
2,Kmeans,0.189268,1
2,Kmeans,0.282208,1
2,Kmeans,0.260894,1
2,Kmeans,0.20654,1
2,Kmeans,0.31744,1
2,Kmeans,0.137923,1
2,Kmeans,0.20054,1
2,Kmeans,0.295332,1
2,Kmeans,0.16581,1
2,Kmeans,0.299991,1
2,Kmeans,0.189146,1
2,Kmeans,0.290517,1
2,Kmeans,0.304641,1
2,Kmeans,0.271493,1
2,Kmeans,0.189234,1
2,Kmeans,0.200537,1
2,Kmeans,0.254517,1
2,Kmeans,0.123415,1
2,Kmeans,0.224754,1
2,Kmeans,0.167172,1
2,Kmeans,0.261928,1
2,Kmeans,0.135648,1
2,Kmeans,0.153787,1
2,Kmeans,0.205133,1
2,Kmeans,0.276675,1
2,Kmeans,0.220664,1
2,Kmeans,0.202148,1
2,Kmeans,0.186349,1
2,Kmeans,0.225426,1
2,Kmeans,0.20659,1
2,Kmeans,0.247246,1
2,Kmeans,0.184301,1
2,Kmeans,0.288499,1
2,Kmeans,0.246844,1
2,Kmeans,0.317296,1
2,Kmeans,0.154063,1
2,Kmeans,0.257196,1
2,Kmeans,0.103907,1
2,Kmeans,0.184183,1
2,Kmeans,0.285095,1
2,Kmeans,0.279116,1
2,Kmeans,0.208461,1
2,Kmeans,0.130565,1
2,Kmeans,0.20054,1
2,Kmeans,0.267871,1
2,Kmeans,0.264134,1
2,Kmeans,0.178945,1
2,Kmeans,0.07076,1
2,Kmeans,0.192423,1
2,Kmeans,0.181482,1
2,Kmeans,0.301099,1
2,Kmeans,0.217563,1
2,Kmeans,0.278064,1
2,Kmeans,0.208985,1
2,Kmeans,0.175599,1
2,Kmeans,0.073387,1
2,Kmeans,0.235203,1
2,Kmeans,0.157245,1
2,Kmeans,0.193914,1
2,Kmeans,0.147085,1
2,Kmeans,0.276982,1
2,Kmeans,0.13034,1
2,Kmeans,0.215587,1
2,Kmeans,0.109298,1
2,Kmeans,0.26622,1
2,Kmeans,0.092567,1
2,Kmeans,0.22597,1
2,Kmeans,0.139262,1
2,Kmeans,0.088356,1
2,Kmeans,0.189837,1
2,Kmeans,0.207659,1
2,Kmeans,0.26229,1
2,Kmeans,0.225495,1
2,Kmeans,0.233602,1
2,Kmeans,0.251904,1
2,Kmeans,0.228656,1
2,Kmeans,0.304846,1
2,Kmeans,0.284249,1
2,Kmeans,0.252766,1
2,Kmeans,0.227079,1
2,Kmeans,0.237715,1
2,Kmeans,0.29076,1
2,Kmeans,0.282869,1
2,Kmeans,0.102847,1
2,Kmeans,0.286556,1
2,Kmeans,0.157245,1
2,Kmeans,0.24082,1
2,Kmeans,0.091014,1
2,Kmeans,0.27182,1
2,Kmeans,0.143162,1
2,Kmeans,0.20054,1
2,Kmeans,0.180754,1
2,Kmeans,0.27267,1
2,Kmeans,0.083373,1
2,Kmeans,0.11342,1
2,Kmeans,0.129152,1
2,Kmeans,0.072847,1
2,Kmeans,0.214232,1
2,Kmeans,0.240694,0
2,Kmeans,0.15563,1
2,Kmeans,0.225962,1
2,Kmeans,0.254571,1
2,Kmeans,0.29355,1
2,Kmeans,0.195049,1
2,Kmeans,0.241642,0
2,Kmeans,0.088632,1
2,Kmeans,0.196974,1
2,Kmeans,0.060015,1
2,Kmeans,0.259337,1
2,Kmeans,0.09822,1
2,Kmeans,0.260197,1
2,Kmeans,0.252954,1
2,Kmeans,0.270514,1
2,Kmeans,0.17788,1
2,Kmeans,0.24891,1
2,Kmeans,0.319484,1
2,Kmeans,0.215864,1
2,Kmeans,0.232114,1
2,Kmeans,0.02069,1
2,Kmeans,0.27911,1
2,Kmeans,0.075921,1
2,Kmeans,0.269601,1
2,Kmeans,0.136305,1
2,Kmeans,0.178375,1
2,Kmeans,0.24746,1
2,Kmeans,0.237171,1
2,Kmeans,0.11185,1
2,Kmeans,0.303941,1
2,Kmeans,0.276383,1
2,Kmeans,0.273023,1
2,Kmeans,0.23733,1
2,Kmeans,0.05066,1
2,Kmeans,0.194415,1
2,Kmeans,0.118712,1
2,Kmeans,0.078331,1
2,Kmeans,0.279613,1
2,Kmeans,0.121624,0
2,Kmeans,0.317318,1
2,Kmeans,0.298599,1
2,Kmeans,0.260789,1
2,Kmeans,0.145106,1
2,Kmeans,0.243703,1
2,Kmeans,0.242979,1
2,Kmeans,0.088477,1
2,Kmeans,0.283504,1
2,Kmeans,0.288107,1
2,Kmeans,0.107559,1
2,Kmeans,0.062292,1
2,Kmeans,0.301884,1
2,Kmeans,0.303321,1
2,Kmeans,0.079576,1
2,Kmeans,0.287396,1
2,Kmeans,0.054972,1
2,Kmeans,0.248988,1
2,Kmeans,0.232385,1
2,Kmeans,0.20054,1
2,Kmeans,0.037711,1
2,Kmeans,0.216289,1
2,Kmeans,0.146671,1
2,Kmeans,0.280049,1
2,Kmeans,0.148726,1
2,Kmeans,0.128005,1
2,Kmeans,0.317268,1
2,Kmeans,0.074421,1
2,Kmeans,0.284228,1
2,Kmeans,0.229701,1
2,Kmeans,0.014579,0
2,Kmeans,0.232518,1
2,Kmeans,0.239805,1
2,Kmeans,0.264981,1
2,Kmeans,0.284991,1
2,Kmeans,0.126686,1
2,Kmeans,0.18974,1
2,Kmeans,0.178752,1
2,Kmeans,0.271978,1
2,Kmeans,0.314319,1
2,Kmeans,0.293464,1
2,Kmeans,0.288507,1
2,Kmeans,0.153546,1
2,Kmeans,0.11873,1
2,Kmeans,0.238186,1
2,Kmeans,0.158652,1
2,Kmeans,0.278058,1
2,Kmeans,0.258961,1
2,Kmeans,0.131061,1
2,Kmeans,0.193701,1
2,Kmeans,0.250913,1
2,Kmeans,0.298516,1
2,Kmeans,0.256485,1
2,Kmeans,0.241909,1
2,Kmeans,0.214937,1
2,Kmeans,0.260016,1
2,Kmeans,0.243539,1
2,Kmeans,0.317318,1
2,Kmeans,0.0741,1
2,Kmeans,0.167744,1
2,Kmeans,0.181344,1
2,Kmeans,0.059076,1
2,Kmeans,0.247512,1
2,Kmeans,0.31444,1
2,Kmeans,0.287356,1
2,Kmeans,0.092567,1
2,Kmeans,0.251237,1
2,Kmeans,0.177492,1
2,Kmeans,0.210826,1
2,Kmeans,0.17004,1
2,Kmeans,0.301152,1
2,Kmeans,0.159689,1
2,Kmeans,0.310611,1
2,Kmeans,0.292792,1
2,Kmeans,0.129353,0
2,Kmeans,0.255877,1
2,Kmeans,0.179043,1
2,Kmeans,0.170868,1
2,Kmeans,0.097015,1
2,Kmeans,0.160929,1
2,Kmeans,0.319764,1
2,Kmeans,0.077935,1
2,Kmeans,0.279856,1
2,Kmeans,0.160371,1
2,Kmeans,0.184553,1
2,Kmeans,0.182743,1
2,Kmeans,0.165701,1
2,Kmeans,0.218703,1
2,Kmeans,0.311241,1
2,Kmeans,0.246411,1
2,Kmeans,0.112964,1
2,Kmeans,0.271688,1
2,Kmeans,0.322204,1
2,Kmeans,0.273152,1
2,Kmeans,0.210569,1
2,Kmeans,0.081217,1
2,Kmeans,0.152925,1
2,Kmeans,0.189127,1
2,Kmeans,0.240763,1
2,Kmeans,0.255347,1
2,Kmeans,0.25454,1
2,Kmeans,0.275111,1
2,Kmeans,0.249571,1
2,Kmeans,0.157245,1
2,Kmeans,0.124982,1
2,Kmeans,0.230255,1
2,Kmeans,0.139213,1
2,Kmeans,0.116956,1
2,Kmeans,0.061466,1
2,Kmeans,0.30607,1
2,Kmeans,0.136065,1
2,Kmeans,0.142791,1
2,Kmeans,0.242255,1
2,Kmeans,0.271317,1
2,Kmeans,0.317379,1
2,Kmeans,0.187203,1
2,Kmeans,0.241577,1
2,Kmeans,0.222736,1
2,Kmeans,0.169882,1
2,Kmeans,0.273819,1
2,Kmeans,0.232114,1
2,Kmeans,0.191509,1
2,Kmeans,0.22963,1
2,Kmeans,0.30949,1
2,Kmeans,0.205414,1
2,Kmeans,0.193041,1
2,Kmeans,0.247257,1
2,Kmeans,0.220976,1
2,Kmeans,0.040493,1
2,Kmeans,0.238567,1
2,Kmeans,0.139908,1
2,Kmeans,0.204603,1
2,Kmeans,0.180466,1
2,Kmeans,0.275876,1
2,Kmeans,0.185329,1
2,Kmeans,0.238319,1
2,Kmeans,0.095625,1
2,Kmeans,0.232752,1
2,Kmeans,0.164721,1
2,Kmeans,0.263932,1
2,Kmeans,0.203807,1
2,Kmeans,0.291311,1
2,Kmeans,0.248879,1
2,Kmeans,0.243262,1
2,Kmeans,0.163876,1
2,Kmeans,0.256218,1
2,Kmeans,0.183472,1
2,Kmeans,0.212732,1
2,Kmeans,0.157242,1
2,Kmeans,0.200566,0
2,Kmeans,0.236232,1
2,Kmeans,0.143007,1
2,Kmeans,0.263917,1
2,Kmeans,0.186513,1
2,Kmeans,0.085003,1
2,Kmeans,0.275447,1
2,Kmeans,0.263204,1
2,Kmeans,0.218303,1
2,Kmeans,0.284453,1
2,Kmeans,0.168417,1
2,Kmeans,0.180643,1
2,Kmeans,0.257128,1
2,Kmeans,0.268555,1
2,Kmeans,0.235626,1
2,Kmeans,0.302549,1
2,Kmeans,0.267554,1
2,Kmeans,0.073647,1
2,Kmeans,0.207586,1
2,Kmeans,0.166456,1
2,Kmeans,0.256781,1
2,Kmeans,0.031851,1
2,Kmeans,0.236587,1
2,Kmeans,0.271727,1
2,Kmeans,0.271504,1
2,Kmeans,0.169142,1
2,Kmeans,0.278546,1
2,Kmeans,0.204219,1
2,Kmeans,0.238858,1
2,Kmeans,0.219206,1
2,Kmeans,0.246867,1
2,Kmeans,0.132362,1
2,Kmeans,0.305293,1
2,Kmeans,0.176381,1
2,Kmeans,0.294411,1
2,Kmeans,0.253819,1
2,Kmeans,0.07786,1
2,Kmeans,0.150559,1
2,Kmeans,0.163621,1
2,Kmeans,0.260185,1
2,Kmeans,0.222603,1
2,Kmeans,0.278438,1
2,Kmeans,0.236543,1
2,Kmeans,0.257823,1
2,Kmeans,0.133925,1
2,Kmeans,0.317296,1
2,Kmeans,0.268894,1
2,Kmeans,0.123901,1
2,Kmeans,0.23511,1
2,Kmeans,0.185964,1
2,Kmeans,0.149947,1
2,Kmeans,0.198497,1
2,Kmeans,0.251882,1
2,Kmeans,0.160773,1
2,Kmeans,0.059059,1
2,Kmeans,0.060479,0
2,Kmeans,0.308183,1
2,Kmeans,0.093937,1
2,Kmeans,0.224915,1
2,Kmeans,0.256177,1
2,Kmeans,0.247275,1
2,Kmeans,0.250873,1
2,Kmeans,0.15316,1
2,Kmeans,0.248767,1
2,Kmeans,0.171976,1
2,Kmeans,0.215492,1
2,Kmeans,0.090583,1
2,Kmeans,0.254518,1
2,Kmeans,0.224299,1
2,Kmeans,0.175654,1
2,Kmeans,0.188627,1
2,Kmeans,0.20054,1
2,Kmeans,0.081008,1
2,Kmeans,0.028347,1
2,Kmeans,0.142772,1
2,Kmeans,0.20054,1
2,Kmeans,0.158348,1
2,Kmeans,0.20054,1
2,Kmeans,0.118643,1
2,Kmeans,0.092567,1
2,Kmeans,0.26979,1
2,Kmeans,0.242254,1
2,Kmeans,0.158946,1
2,Kmeans,0.090357,1
2,Kmeans,0.218089,1
2,Kmeans,0.215802,1
2,Kmeans,0.263551,1
2,Kmeans,0.3002,1
2,Kmeans,0.296283,1
2,Kmeans,0.284016,1
2,Kmeans,0.078865,1
2,Kmeans,0.275469,1
2,Kmeans,0.186788,1
2,Kmeans,0.293017,1
2,Kmeans,0.183634,1
2,Kmeans,0.292182,1
2,Kmeans,0.270044,1
2,Kmeans,0.309512,1
2,Kmeans,0.176882,1
2,Kmeans,0.248878,1
2,Kmeans,0.27064,1
2,Kmeans,0.277119,1
2,Kmeans,0.317328,1
2,Kmeans,0.123671,1
2,Kmeans,0.212158,1
2,Kmeans,0.227479,1
2,Kmeans,0.295844,1
2,Kmeans,0.279107,1
2,Kmeans,0.299245,1
2,Kmeans,0.123618,1
2,Kmeans,0.294067,1
2,Kmeans,0.312509,1
2,Kmeans,0.288256,1
2,Kmeans,0.208436,1
2,Kmeans,0.220814,1
2,Kmeans,0.264816,1
2,Kmeans,0.281535,1
2,Kmeans,0.300531,1
2,Kmeans,0.279835,1
2,Kmeans,0.160747,1
2,Kmeans,0.282308,1
2,Kmeans,0.194841,1
2,Kmeans,0.309058,1
2,Kmeans,0.159665,1
2,Kmeans,0.092567,1
2,Kmeans,0.217859,1
2,Kmeans,0.162432,1
2,Kmeans,0.310149,1
2,Kmeans,0.236665,1
2,Kmeans,0.070318,0
2,Kmeans,0.09705,1
2,Kmeans,0.09144,1
2,Kmeans,0.134763,1
2,Kmeans,0.211408,1
2,Kmeans,0.178464,1
2,Kmeans,0.171401,1
2,Kmeans,0.247774,1
2,Kmeans,0.154118,1
2,Kmeans,0.315901,1
2,Kmeans,0.218069,1
2,Kmeans,0.304649,1
2,Kmeans,0.297662,1
2,Kmeans,0.251882,1
2,Kmeans,0.287969,1
2,Kmeans,0.228395,1
2,Kmeans,0.317318,1
2,Kmeans,0.317361,1
2,Kmeans,0.171124,1
2,Kmeans,0.112986,0
2,Kmeans,0.273323,1
2,Kmeans,0.160784,1
2,Kmeans,0.263275,1
2,Kmeans,0.317333,1
2,Kmeans,0.20054,1
2,Kmeans,0.223,1
2,Kmeans,0.277677,1
2,Kmeans,0.246492,1
2,Kmeans,0.177319,1
2,Kmeans,0.178558,1
2,Kmeans,0.288714,1
2,Kmeans,0.269409,1
2,Kmeans,0.293442,1
2,Kmeans,0.304379,1
2,Kmeans,0.324093,1
2,Kmeans,0.293237,1
2,Kmeans,0.248713,1
2,Kmeans,0.273203,1
2,Kmeans,0.243189,1
2,Kmeans,0.136512,1
2,Kmeans,0.237521,1
2,Kmeans,0.226273,1
2,Kmeans,0.029211,1
2,Kmeans,0.274743,1
2,Kmeans,0.206034,1
2,Kmeans,0.279973,1
2,Kmeans,0.267536,1
2,Kmeans,0.23368,1
2,Kmeans,0.216802,1
2,Kmeans,0.229599,1
2,Kmeans,0.232256,1
2,Kmeans,0.306324,1
2,Kmeans,0.306258,1
2,Kmeans,0.245222,1
2,Kmeans,0.224039,1
2,Kmeans,0.227611,1
2,Kmeans,0.20054,1
2,Kmeans,0.104848,1
2,Kmeans,0.092549,1
2,Kmeans,0.064621,1
2,Kmeans,0.235117,1
2,Kmeans,0.132,1
2,Kmeans,0.298283,1
2,Kmeans,0.147086,1
2,Kmeans,0.142566,1
2,Kmeans,0.20054,1
2,Kmeans,0.263046,1
2,Kmeans,0.230209,1
2,Kmeans,0.110575,1
2,Kmeans,0.137565,1
2,Kmeans,0.170833,1
2,Kmeans,0.195751,1
2,Kmeans,0.247452,1
2,Kmeans,0.307862,1
2,Kmeans,0.305484,1
2,Kmeans,0.207113,1
2,Kmeans,0.024848,1
2,Kmeans,0.103624,1
2,Kmeans,0.319263,1
2,Kmeans,0.228275,1
2,Kmeans,0.24107,1
2,Kmeans,0.225564,1
2,Kmeans,0.207602,1
2,Kmeans,0.079601,1
2,Kmeans,0.202397,1
2,Kmeans,0.317422,1
2,Kmeans,0.199842,1
2,Kmeans,0.266475,1
2,Kmeans,0.215232,1
2,Kmeans,0.185298,1
2,Kmeans,0.095242,1
2,Kmeans,0.225599,1
2,Kmeans,0.155697,1
2,Kmeans,0.28321,1
