k,type,score,label
2,Kmeans,0.19767,0
2,Kmeans,0.244693,0
2,Kmeans,0.053083,1
2,Kmeans,0.27814,0
2,Kmeans,0.055351,1
2,Kmeans,0.189792,0
2,Kmeans,-0.001141,0
2,Kmeans,0.216629,1
2,Kmeans,0.223618,0
2,Kmeans,0.219489,0
2,Kmeans,0.163249,0
2,Kmeans,0.276606,1
2,Kmeans,0.27153,0
2,Kmeans,0.199983,0
2,Kmeans,0.181904,1
2,Kmeans,0.242152,1
2,Kmeans,0.07194,1
2,Kmeans,0.20936,0
2,Kmeans,0.250707,0
2,Kmeans,0.204543,0
2,Kmeans,0.222531,0
2,Kmeans,0.073989,0
2,Kmeans,0.197892,1
2,Kmeans,0.224753,0
2,Kmeans,0.109157,0
2,Kmeans,0.186636,1
2,Kmeans,0.143478,1
2,Kmeans,0.15967,0
2,Kmeans,0.035461,0
2,Kmeans,0.198684,0
2,Kmeans,0.273567,0
2,Kmeans,0.070187,1
2,Kmeans,0.176712,0
2,Kmeans,0.199001,0
2,Kmeans,0.197564,0
2,Kmeans,0.128894,0
2,Kmeans,0.293831,0
2,Kmeans,0.21714,0
2,Kmeans,0.145453,1
2,Kmeans,0.114171,0
2,Kmeans,0.032956,0
2,Kmeans,0.197197,1
2,Kmeans,0.14976,0
2,Kmeans,0.055351,1
2,Kmeans,0.031384,1
2,Kmeans,-0.010019,1
2,Kmeans,0.197825,0
2,Kmeans,0.047283,1
2,Kmeans,0.180173,1
2,Kmeans,0.108418,1
2,Kmeans,0.157189,0
2,Kmeans,0.229015,1
2,Kmeans,0.070762,1
2,Kmeans,0.179767,1
2,Kmeans,0.234368,0
2,Kmeans,0.006113,1
2,Kmeans,0.137458,0
2,Kmeans,0.069089,0
2,Kmeans,0.088907,0
2,Kmeans,0.172318,0
2,Kmeans,0.215262,1
2,Kmeans,0.205146,0
2,Kmeans,0.258179,0
2,Kmeans,0.011311,0
2,Kmeans,0.074164,1
2,Kmeans,0.121013,0
2,Kmeans,0.141448,1
2,Kmeans,0.22182,0
2,Kmeans,0.151761,0
2,Kmeans,0.126938,1
2,Kmeans,0.220146,1
2,Kmeans,0.199182,0
2,Kmeans,0.118739,0
2,Kmeans,0.197872,0
2,Kmeans,0.268149,0
2,Kmeans,0.06258,1
2,Kmeans,0.155138,0
2,Kmeans,0.193728,1
2,Kmeans,0.118393,0
2,Kmeans,0.198908,0
2,Kmeans,0.194663,0
2,Kmeans,0.027787,1
2,Kmeans,0.245686,1
2,Kmeans,0.253867,0
2,Kmeans,0.049977,0
2,Kmeans,0.120486,0
2,Kmeans,0.258558,1
2,Kmeans,0.260404,0
2,Kmeans,0.124741,0
2,Kmeans,0.140072,1
2,Kmeans,0.210302,0
2,Kmeans,0.055351,1
2,Kmeans,0.276396,0
2,Kmeans,0.273679,1
2,Kmeans,0.218041,0
2,Kmeans,0.202499,1
2,Kmeans,0.09325,1
2,Kmeans,0.054095,1
2,Kmeans,0.063194,1
2,Kmeans,-0.016515,1
2,Kmeans,0.073785,1
2,Kmeans,0.0714,1
2,Kmeans,0.199182,0
2,Kmeans,-0.003132,1
2,Kmeans,0.019903,0
2,Kmeans,0.097876,0
2,Kmeans,0.254302,0
2,Kmeans,0.109916,0
2,Kmeans,0.010044,0
2,Kmeans,0.14547,0
2,Kmeans,0.055351,1
2,Kmeans,0.165272,1
2,Kmeans,0.185603,1
2,Kmeans,0.133412,0
2,Kmeans,0.001056,1
2,Kmeans,0.216094,1
2,Kmeans,0.010316,1
2,Kmeans,0.070235,1
2,Kmeans,0.218572,1
2,Kmeans,0.054715,0
2,Kmeans,0.273292,0
2,Kmeans,0.189049,0
2,Kmeans,0.104982,0
2,Kmeans,0.112371,1
2,Kmeans,0.130847,1
2,Kmeans,0.240525,1
2,Kmeans,0.143097,0
2,Kmeans,0.193512,0
2,Kmeans,0.140699,1
2,Kmeans,0.231916,0
2,Kmeans,0.215419,0
2,Kmeans,0.080882,1
2,Kmeans,0.128759,1
2,Kmeans,0.147881,1
2,Kmeans,0.071577,1
2,Kmeans,0.195623,1
2,Kmeans,0.245902,1
2,Kmeans,0.05107,1
2,Kmeans,0.042252,0
2,Kmeans,0.251336,0
2,Kmeans,0.149882,1
2,Kmeans,0.069789,0
2,Kmeans,0.286976,0
2,Kmeans,0.235547,0
2,Kmeans,0.025664,1
2,Kmeans,0.203054,1
2,Kmeans,0.184594,0
2,Kmeans,0.1988,0
2,Kmeans,0.100041,1
2,Kmeans,0.147392,1
2,Kmeans,0.184155,1
2,Kmeans,0.101062,0
2,Kmeans,0.0438,0
2,Kmeans,0.30411,0
2,Kmeans,0.151202,0
2,Kmeans,0.133332,1
2,Kmeans,0.115668,0
2,Kmeans,0.113304,0
2,Kmeans,0.204686,0
2,Kmeans,0.062194,1
2,Kmeans,0.114171,1
2,Kmeans,0.095444,0
2,Kmeans,0.179936,1
2,Kmeans,0.199272,0
2,Kmeans,0.233772,0
2,Kmeans,0.229991,0
2,Kmeans,0.003272,0
2,Kmeans,0.267005,0
2,Kmeans,0.160544,0
2,Kmeans,0.128184,0
2,Kmeans,0.268875,0
2,Kmeans,0.089032,0
2,Kmeans,0.061438,0
2,Kmeans,0.15913,0
2,Kmeans,0.041001,0
2,Kmeans,0.100953,0
2,Kmeans,0.101155,0
2,Kmeans,0.14034,0
2,Kmeans,0.299199,1
2,Kmeans,0.108534,0
2,Kmeans,0.256798,0
2,Kmeans,0.173103,1
2,Kmeans,0.071734,1
2,Kmeans,0.190267,0
2,Kmeans,0.124551,0
2,Kmeans,0.199976,0
2,Kmeans,0.190872,0
2,Kmeans,0.081281,1
2,Kmeans,0.260095,0
2,Kmeans,0.097052,1
2,Kmeans,0.042945,0
2,Kmeans,0.26905,0
2,Kmeans,0.034389,1
2,Kmeans,0.244132,0
2,Kmeans,0.155236,0
2,Kmeans,0.255513,1
2,Kmeans,0.247382,0
2,Kmeans,0.22604,0
2,Kmeans,0.166195,0
2,Kmeans,0.087694,0
2,Kmeans,0.234515,0
2,Kmeans,0.117172,1
2,Kmeans,0.09197,1
2,Kmeans,0.117943,0
2,Kmeans,0.192639,0
2,Kmeans,-0.002258,1
2,Kmeans,0.133795,0
2,Kmeans,0.026614,0
2,Kmeans,0.165039,1
2,Kmeans,0.093657,0
2,Kmeans,0.226457,0
2,Kmeans,0.124967,0
2,Kmeans,0.198435,0
2,Kmeans,0.084801,0
2,Kmeans,0.174402,1
2,Kmeans,0.031552,0
2,Kmeans,0.128141,1
2,Kmeans,0.173967,0
2,Kmeans,0.226487,0
2,Kmeans,0.05004,0
2,Kmeans,0.248225,1
2,Kmeans,0.308552,0
2,Kmeans,0.09125,1
2,Kmeans,0.230745,1
2,Kmeans,0.133851,0
2,Kmeans,0.235909,0
2,Kmeans,0.194894,1
2,Kmeans,0.011894,1
2,Kmeans,0.125062,0
2,Kmeans,-0.021152,1
2,Kmeans,0.197772,0
2,Kmeans,0.069613,0
2,Kmeans,0.073059,1
2,Kmeans,0.296699,0
2,Kmeans,0.209991,0
2,Kmeans,0.176369,0
2,Kmeans,0.248417,0
2,Kmeans,0.21183,1
2,Kmeans,0.130336,1
2,Kmeans,0.109078,1
2,Kmeans,0.222637,0
2,Kmeans,0.101062,0
2,Kmeans,0.213582,1
2,Kmeans,0.195745,1
2,Kmeans,0.078807,0
2,Kmeans,0.197892,1
2,Kmeans,0.227956,0
2,Kmeans,0.200378,0
2,Kmeans,0.10332,0
2,Kmeans,0.050978,0
2,Kmeans,0.014556,1
2,Kmeans,0.055035,1
2,Kmeans,0.025818,1
2,Kmeans,0.244568,0
2,Kmeans,0.216179,0
2,Kmeans,0.052997,0
2,Kmeans,0.191282,1
2,Kmeans,0.19618,0
2,Kmeans,0.068277,1
2,Kmeans,0.280659,0
2,Kmeans,0.270718,0
2,Kmeans,0.183021,0
2,Kmeans,0.191308,0
2,Kmeans,0.228273,0
2,Kmeans,0.12091,1
2,Kmeans,0.022335,0
2,Kmeans,0.163466,1
2,Kmeans,0.152959,1
2,Kmeans,0.198308,1
2,Kmeans,0.198032,0
2,Kmeans,0.220839,0
2,Kmeans,0.129113,0
2,Kmeans,0.091663,1
2,Kmeans,0.264896,0
2,Kmeans,0.06073,0
2,Kmeans,0.164908,1
2,Kmeans,0.289046,0
2,Kmeans,0.055351,1
2,Kmeans,0.080189,0
2,Kmeans,0.266833,1
2,Kmeans,0.260919,0
2,Kmeans,0.097005,1
2,Kmeans,0.08071,0
2,Kmeans,0.2033,1
2,Kmeans,0.191285,1
2,Kmeans,0.055351,1
2,Kmeans,0.073143,1
2,Kmeans,0.060826,1
2,Kmeans,0.145415,0
2,Kmeans,0.268255,0
2,Kmeans,0.245034,0
2,Kmeans,0.200945,1
2,Kmeans,0.066309,0
2,Kmeans,0.305819,0
2,Kmeans,0.055351,1
2,Kmeans,-0.022148,1
2,Kmeans,0.062498,1
2,Kmeans,0.061307,0
2,Kmeans,0.034473,0
2,Kmeans,-0.007093,1
2,Kmeans,0.064156,0
2,Kmeans,0.054591,0
2,Kmeans,0.308836,0
2,Kmeans,0.092571,0
2,Kmeans,0.197872,0
2,Kmeans,0.05771,0
2,Kmeans,-0.004252,1
2,Kmeans,0.152342,1
2,Kmeans,0.077574,0
2,Kmeans,0.205653,0
2,Kmeans,0.267628,0
2,Kmeans,0.018343,0
2,Kmeans,0.197564,0
2,Kmeans,0.198988,0
2,Kmeans,0.071898,0
2,Kmeans,0.111675,1
2,Kmeans,0.264878,0
2,Kmeans,0.264977,0
2,Kmeans,0.180898,0
2,Kmeans,0.11943,0
2,Kmeans,0.137823,1
2,Kmeans,0.272719,0
2,Kmeans,0.154342,1
2,Kmeans,0.233635,0
2,Kmeans,0.268181,0
2,Kmeans,0.057558,1
2,Kmeans,0.068149,0
2,Kmeans,0.198337,0
2,Kmeans,0.058326,0
2,Kmeans,0.055351,1
2,Kmeans,0.065659,1
2,Kmeans,0.183571,1
2,Kmeans,0.1762,0
2,Kmeans,0.161304,1
2,Kmeans,0.131178,0
2,Kmeans,0.204618,0
2,Kmeans,0.115756,0
2,Kmeans,0.078206,0
2,Kmeans,0.055392,1
2,Kmeans,0.010401,1
2,Kmeans,0.089892,1
2,Kmeans,0.178383,0
2,Kmeans,0.002493,1
2,Kmeans,0.162726,0
2,Kmeans,0.034353,1
2,Kmeans,0.127865,0
2,Kmeans,0.255727,1
2,Kmeans,0.259509,0
2,Kmeans,0.223189,0
2,Kmeans,0.206886,1
2,Kmeans,0.245686,1
2,Kmeans,0.226278,0
2,Kmeans,0.205455,1
2,Kmeans,0.106231,0
2,Kmeans,0.206081,1
2,Kmeans,0.282714,0
2,Kmeans,0.072969,1
2,Kmeans,0.197564,0
2,Kmeans,0.075594,1
2,Kmeans,0.116643,0
2,Kmeans,0.144988,0
2,Kmeans,0.010362,1
2,Kmeans,0.198521,0
2,Kmeans,0.035234,1
2,Kmeans,0.308903,0
2,Kmeans,0.19888,1
2,Kmeans,0.055351,1
2,Kmeans,0.293698,1
2,Kmeans,0.166615,1
2,Kmeans,0.06491,1
2,Kmeans,0.176898,1
2,Kmeans,0.010561,1
2,Kmeans,0.021171,0
2,Kmeans,0.261392,0
2,Kmeans,0.081945,0
2,Kmeans,0.255527,0
2,Kmeans,0.239125,0
2,Kmeans,0.248531,1
2,Kmeans,0.077185,0
2,Kmeans,0.050439,1
2,Kmeans,0.202959,1
2,Kmeans,0.163334,0
2,Kmeans,0.257175,0
2,Kmeans,0.158088,0
2,Kmeans,0.189229,0
2,Kmeans,0.252522,0
2,Kmeans,0.050056,0
2,Kmeans,0.251399,0
2,Kmeans,0.073785,1
2,Kmeans,0.061841,1
2,Kmeans,0.108602,0
2,Kmeans,0.12091,1
2,Kmeans,0.155756,0
2,Kmeans,0.272575,1
2,Kmeans,0.179108,0
2,Kmeans,0.051251,0
2,Kmeans,-0.015846,1
2,Kmeans,0.108419,1
2,Kmeans,-0.019502,1
2,Kmeans,0.257046,0
2,Kmeans,0.293007,0
2,Kmeans,0.061842,1
2,Kmeans,0.254048,1
2,Kmeans,0.122061,1
2,Kmeans,0.265094,0
2,Kmeans,0.143939,1
2,Kmeans,0.117142,1
2,Kmeans,0.079936,0
2,Kmeans,0.202959,1
2,Kmeans,0.13166,1
2,Kmeans,0.273305,1
2,Kmeans,0.197872,0
2,Kmeans,0.045077,0
2,Kmeans,0.055351,1
2,Kmeans,0.259439,1
2,Kmeans,0.245576,0
2,Kmeans,0.234076,1
2,Kmeans,0.174927,0
2,Kmeans,0.064688,0
2,Kmeans,0.057705,0
2,Kmeans,0.126174,0
2,Kmeans,-0.00261,1
2,Kmeans,0.279435,1
2,Kmeans,0.030823,1
2,Kmeans,0.175152,1
2,Kmeans,0.046319,0
2,Kmeans,0.062627,0
2,Kmeans,0.094638,0
2,Kmeans,0.048473,0
2,Kmeans,0.259912,0
2,Kmeans,0.109997,0
2,Kmeans,0.253034,0
2,Kmeans,0.066305,0
2,Kmeans,0.23571,0
2,Kmeans,0.061526,1
2,Kmeans,0.038347,1
2,Kmeans,0.125746,0
2,Kmeans,0.137784,0
2,Kmeans,0.114945,0
2,Kmeans,0.064957,1
2,Kmeans,0.209473,0
2,Kmeans,0.024527,0
2,Kmeans,0.004126,1
2,Kmeans,0.225201,0
2,Kmeans,0.225839,1
2,Kmeans,0.111612,0
2,Kmeans,0.223018,0
2,Kmeans,-0.003538,1
2,Kmeans,0.033743,0
2,Kmeans,0.157235,0
2,Kmeans,0.094205,0
2,Kmeans,-0.046892,1
2,Kmeans,0.025267,0
2,Kmeans,0.123502,1
2,Kmeans,0.062494,0
2,Kmeans,0.154913,0
2,Kmeans,0.20495,1
2,Kmeans,0.112237,0
2,Kmeans,0.113028,0
2,Kmeans,0.072062,1
2,Kmeans,0.197772,0
2,Kmeans,0.219801,0
2,Kmeans,0.200507,1
2,Kmeans,0.234229,0
2,Kmeans,0.070472,1
2,Kmeans,0.176515,0
2,Kmeans,0.241974,0
2,Kmeans,0.299175,0
2,Kmeans,0.281703,0
2,Kmeans,0.236915,0
2,Kmeans,0.135588,1
2,Kmeans,0.028418,1
2,Kmeans,0.1976,0
2,Kmeans,0.138764,0
2,Kmeans,0.023256,1
2,Kmeans,0.140619,1
2,Kmeans,0.182307,0
2,Kmeans,0.053461,1
2,Kmeans,0.055351,1
2,Kmeans,0.117155,1
2,Kmeans,0.155686,1
2,Kmeans,0.121056,0
2,Kmeans,0.079687,0
2,Kmeans,0.103304,0
2,Kmeans,0.243223,1
2,Kmeans,0.197341,0
2,Kmeans,0.185797,1
2,Kmeans,0.226363,0
2,Kmeans,0.072802,0
2,Kmeans,0.071856,1
2,Kmeans,0.057742,0
2,Kmeans,0.076764,1
2,Kmeans,0.082024,0
2,Kmeans,0.250116,0
2,Kmeans,0.2377,1
2,Kmeans,0.19134,1
2,Kmeans,0.12997,0
2,Kmeans,0.163804,1
2,Kmeans,0.234829,0
2,Kmeans,0.263768,0
2,Kmeans,0.192439,0
2,Kmeans,0.074327,0
2,Kmeans,0.20488,1
2,Kmeans,0.126037,0
2,Kmeans,0.268474,0
2,Kmeans,0.152164,0
2,Kmeans,0.064628,1
2,Kmeans,0.166045,0
2,Kmeans,0.246846,0
2,Kmeans,0.221107,1
2,Kmeans,0.129711,1
2,Kmeans,0.09325,0
2,Kmeans,0.220835,0
2,Kmeans,0.111675,1
2,Kmeans,0.304694,0
2,Kmeans,0.075755,1
2,Kmeans,0.197772,0
2,Kmeans,0.166572,0
2,Kmeans,0.181273,1
2,Kmeans,0.195891,1
2,Kmeans,0.003742,0
2,Kmeans,0.162811,1
2,Kmeans,0.27153,0
2,Kmeans,0.022671,1
2,Kmeans,0.073785,1
2,Kmeans,0.196947,1
2,Kmeans,0.223301,1
2,Kmeans,0.267246,0
2,Kmeans,0.238065,1
2,Kmeans,0.050239,0
2,Kmeans,0.119617,0
2,Kmeans,0.199449,0
2,Kmeans,0.296866,0
2,Kmeans,0.1149,1
2,Kmeans,0.25655,1
2,Kmeans,0.260906,0
2,Kmeans,0.043065,0
2,Kmeans,0.154233,1
2,Kmeans,0.206905,0
2,Kmeans,0.114856,0
2,Kmeans,0.175096,1
2,Kmeans,0.030545,0
2,Kmeans,-0.013861,1
2,Kmeans,0.101113,0
2,Kmeans,0.234014,0
2,Kmeans,0.254904,0
2,Kmeans,0.076884,0
2,Kmeans,0.187831,0
2,Kmeans,0.248564,0
2,Kmeans,0.160548,1
2,Kmeans,0.250626,0
2,Kmeans,0.111697,0
2,Kmeans,0.182115,0
2,Kmeans,0.079789,1
2,Kmeans,0.160967,0
2,Kmeans,0.104616,1
2,Kmeans,0.165735,1
2,Kmeans,0.14806,1
2,Kmeans,0.272516,0
2,Kmeans,0.163466,1
2,Kmeans,0.026079,1
2,Kmeans,0.076112,0
2,Kmeans,0.202959,1
2,Kmeans,0.133232,0
2,Kmeans,0.080873,0
2,Kmeans,0.220084,1
2,Kmeans,0.095761,0
2,Kmeans,0.198255,0
2,Kmeans,0.259633,0
2,Kmeans,0.234479,0
2,Kmeans,0.2,0
2,Kmeans,0.145276,1
2,Kmeans,0.249718,0
2,Kmeans,0.198263,0
2,Kmeans,0.092117,0
2,Kmeans,0.124175,1
2,Kmeans,0.1928,0
2,Kmeans,0.173828,1
2,Kmeans,0.136816,1
2,Kmeans,0.209473,0
2,Kmeans,0.192204,1
2,Kmeans,0.226659,0
2,Kmeans,0.089269,1
2,Kmeans,0.110659,1
2,Kmeans,0.201367,0
2,Kmeans,0.220409,0
2,Kmeans,0.176318,0
2,Kmeans,0.080666,0
2,Kmeans,0.248467,0
2,Kmeans,0.165949,1
2,Kmeans,0.012134,1
2,Kmeans,0.185698,0
2,Kmeans,0.302492,0
2,Kmeans,0.098391,1
2,Kmeans,0.151026,1
2,Kmeans,0.207682,1
2,Kmeans,0.188913,0
2,Kmeans,0.282906,0
2,Kmeans,0.228076,0
2,Kmeans,0.170337,0
2,Kmeans,0.186445,0
2,Kmeans,0.107389,0
2,Kmeans,0.216663,1
2,Kmeans,0.173328,1
2,Kmeans,0.12931,0
2,Kmeans,0.206948,0
2,Kmeans,0.215872,1
2,Kmeans,0.202959,1
2,Kmeans,0.032642,0
2,Kmeans,0.224807,1
2,Kmeans,0.256821,0
2,Kmeans,0.198875,0
2,Kmeans,0.197453,0
2,Kmeans,0.144903,1
2,Kmeans,0.030288,0
2,Kmeans,0.114278,0
2,Kmeans,0.094288,1
2,Kmeans,0.009445,1
2,Kmeans,0.109644,0
2,Kmeans,0.277709,0
2,Kmeans,0.033194,0
2,Kmeans,0.18581,0
2,Kmeans,0.003395,1
2,Kmeans,-0.036128,1
2,Kmeans,0.086642,0
2,Kmeans,0.221464,1
2,Kmeans,0.095189,0
2,Kmeans,0.198337,0
2,Kmeans,0.230373,0
2,Kmeans,0.108459,1
2,Kmeans,0.155882,0
2,Kmeans,0.255638,0
2,Kmeans,0.248177,0
2,Kmeans,0.127199,0
2,Kmeans,0.101622,0
2,Kmeans,0.256029,0
2,Kmeans,0.058036,0
2,Kmeans,0.108683,0
2,Kmeans,0.260125,0
2,Kmeans,0.193668,0
2,Kmeans,0.179474,0
2,Kmeans,0.092179,0
2,Kmeans,0.230831,0
2,Kmeans,0.232428,0
2,Kmeans,0.228455,1
2,Kmeans,0.176331,1
2,Kmeans,0.068277,1
2,Kmeans,0.242937,0
2,Kmeans,0.096629,0
2,Kmeans,0.113269,1
2,Kmeans,0.251154,1
2,Kmeans,0.025045,1
2,Kmeans,0.113798,0
2,Kmeans,0.197564,0
2,Kmeans,0.272483,0
2,Kmeans,0.105813,1
2,Kmeans,0.130984,0
2,Kmeans,0.064297,0
2,Kmeans,0.068471,1
2,Kmeans,0.182987,0
2,Kmeans,0.060479,1
2,Kmeans,0.1402,1
2,Kmeans,0.249637,0
2,Kmeans,0.004848,1
2,Kmeans,0.245857,0
2,Kmeans,0.228663,1
2,Kmeans,0.11954,0
2,Kmeans,0.062194,1
2,Kmeans,0.204442,0
2,Kmeans,0.202287,1
2,Kmeans,0.014316,0
2,Kmeans,0.195921,0
2,Kmeans,0.257064,0
2,Kmeans,0.241476,0
2,Kmeans,0.247759,1
2,Kmeans,0.124162,0
2,Kmeans,0.092464,0
2,Kmeans,0.205013,1
2,Kmeans,0.147578,1
2,Kmeans,0.055351,1
2,Kmeans,0.048614,1
2,Kmeans,0.054521,0
2,Kmeans,0.163742,0
2,Kmeans,0.055351,1
2,Kmeans,0.236344,0
2,Kmeans,0.055351,1
2,Kmeans,0.107299,0
2,Kmeans,0.073785,1
2,Kmeans,0.242854,0
2,Kmeans,0.127223,0
2,Kmeans,0.102418,0
2,Kmeans,0.246856,0
2,Kmeans,-0.000334,1
2,Kmeans,0.216499,0
2,Kmeans,0.247675,0
2,Kmeans,0.224822,0
2,Kmeans,-0.034462,1
2,Kmeans,0.272204,0
2,Kmeans,0.236378,1
2,Kmeans,0.256686,1
2,Kmeans,0.14122,0
2,Kmeans,0.269396,0
2,Kmeans,0.272644,1
2,Kmeans,0.270002,0
2,Kmeans,0.260656,0
2,Kmeans,0.254212,0
2,Kmeans,0.130701,0
2,Kmeans,0.023741,1
2,Kmeans,0.110165,1
2,Kmeans,0.142089,1
2,Kmeans,0.197872,0
2,Kmeans,0.18879,1
2,Kmeans,0.189012,0
2,Kmeans,0.188832,1
2,Kmeans,0.036956,1
2,Kmeans,0.063445,1
2,Kmeans,0.044607,1
2,Kmeans,0.023378,0
2,Kmeans,0.166522,0
2,Kmeans,-0.005544,1
2,Kmeans,0.078255,1
2,Kmeans,0.25082,0
2,Kmeans,0.12158,1
2,Kmeans,0.103442,1
2,Kmeans,0.283053,0
2,Kmeans,0.143091,1
2,Kmeans,0.266664,0
2,Kmeans,0.017442,1
2,Kmeans,0.100337,0
2,Kmeans,0.025122,1
2,Kmeans,0.080765,1
2,Kmeans,0.198303,0
2,Kmeans,0.073785,1
2,Kmeans,0.179525,0
2,Kmeans,0.070868,0
2,Kmeans,-0.016179,1
2,Kmeans,0.043684,0
2,Kmeans,-0.022702,1
2,Kmeans,0.168347,1
2,Kmeans,0.174276,1
2,Kmeans,0.028209,1
2,Kmeans,0.251811,1
2,Kmeans,0.250252,1
2,Kmeans,0.205571,1
2,Kmeans,-0.003003,1
2,Kmeans,0.293143,0
2,Kmeans,0.011318,1
2,Kmeans,0.172272,0
2,Kmeans,0.16548,0
2,Kmeans,0.151777,0
2,Kmeans,0.060479,1
2,Kmeans,0.286832,0
2,Kmeans,0.120691,1
2,Kmeans,0.197772,0
2,Kmeans,0.19772,0
2,Kmeans,0.043065,0
2,Kmeans,0.248039,0
2,Kmeans,0.096464,0
2,Kmeans,0.179064,0
2,Kmeans,0.292052,0
2,Kmeans,0.198011,0
2,Kmeans,0.055351,1
2,Kmeans,0.113445,0
2,Kmeans,-0.007067,1
2,Kmeans,0.090154,0
2,Kmeans,0.109021,1
2,Kmeans,-0.031682,1
2,Kmeans,0.27231,0
2,Kmeans,-0.038067,1
2,Kmeans,0.134955,0
2,Kmeans,0.199282,0
2,Kmeans,0.115166,0
2,Kmeans,0.075712,0
2,Kmeans,0.239797,0
2,Kmeans,0.191949,0
2,Kmeans,0.305358,0
2,Kmeans,0.164929,0
2,Kmeans,0.308119,0
2,Kmeans,0.127945,0
2,Kmeans,0.051508,0
2,Kmeans,0.289077,0
2,Kmeans,0.163652,0
2,Kmeans,0.140758,1
2,Kmeans,0.248862,0
2,Kmeans,0.003923,1
2,Kmeans,0.11158,1
2,Kmeans,0.22417,0
2,Kmeans,0.137411,1
2,Kmeans,0.055883,1
2,Kmeans,0.005204,1
2,Kmeans,0.19575,0
2,Kmeans,0.214278,1
2,Kmeans,0.162268,0
2,Kmeans,0.055351,1
2,Kmeans,0.106452,0
2,Kmeans,0.224887,1
2,Kmeans,0.06849,0
2,Kmeans,0.209071,1
2,Kmeans,0.155848,1
2,Kmeans,0.184043,0
2,Kmeans,0.242293,1
2,Kmeans,0.135833,0
2,Kmeans,0.055351,1
2,Kmeans,0.124556,1
2,Kmeans,0.080583,0
2,Kmeans,0.263917,1
2,Kmeans,0.012614,1
2,Kmeans,0.24619,0
2,Kmeans,0.08431,0
2,Kmeans,0.203255,0
2,Kmeans,0.198065,0
2,Kmeans,0.20956,0
2,Kmeans,-0.00018,1
2,Kmeans,0.021603,1
2,Kmeans,0.078364,0
2,Kmeans,0.114652,0
2,Kmeans,0.218956,0
2,Kmeans,0.215772,0
2,Kmeans,0.140079,1
2,Kmeans,0.192625,0
2,Kmeans,0.078702,0
2,Kmeans,0.048895,1
2,Kmeans,0.199001,0
2,Kmeans,0.051786,0
2,Kmeans,0.248458,0
2,Kmeans,0.265117,1
2,Kmeans,0.082815,0
2,Kmeans,0.0585,1
2,Kmeans,0.073475,0
